customer_id,snapshot_month,age,income,months_on_book,utilisation_ratio,missed_payments_6m,payment_ratio,max_dpd_12m,cibil_score,num_enquiries_6m,num_active_trades,bad_flag
OOT007958,01-09-2022,53,36000,46,0.4726,0,1.0833,60,648,3,11,0
OOT007959,01-09-2022,30,75000,26,0.5026,0,1.1604,0,694,0,8,0
OOT007960,01-09-2022,53,19000,25,0.3978,0,1.3616,0,586,3,11,0
OOT007961,01-09-2022,48,69000,66,0.34,0,0.5721,0,670,3,5,0
OOT007962,01-09-2022,42,50000,56,0.4642,3,1.1552,0,650,2,2,0
OOT007963,01-09-2022,50,50000,25,0.5761,0,1.0753,30,673,3,13,0
OOT007964,01-09-2022,27,127000,25,1,0,1.0175,0,580,0,1,0
OOT007965,01-09-2022,38,97000,30,0.667,1,0.8474,0,713,2,6,0
OOT007966,01-09-2022,45,27000,67,0.5814,0,0.8644,0,653,3,6,0
OOT007967,01-09-2022,41,87000,71,0.6729,0,1.4383,0,750,2,15,0
OOT007968,01-09-2022,51,50000,29,0.764,1,0.4993,180,641,1,1,1
OOT007969,01-09-2022,31,91000,15,0.6178,0,0.7851,0,669,1,15,0
OOT007970,01-09-2022,52,80000,67,0.4861,1,1.4905,0,609,3,13,0
OOT007971,01-09-2022,42,24000,64,0.4875,1,0.5259,0,720,3,8,0
OOT007972,01-09-2022,40,57000,56,0.2552,1,0.6985,0,586,3,13,0
OOT007973,01-09-2022,38,61000,69,0.5944,0,0.8167,0,588,1,9,0
OOT007974,01-09-2022,50,57000,39,0.3117,0,0.7456,60,670,4,13,0
OOT007975,01-09-2022,46,28000,29,0.25,0,0.9106,30,670,2,17,0
OOT007976,01-09-2022,36,80000,26,0.3613,0,0.9848,0,620,0,5,0
OOT007977,01-09-2022,31,23000,72,0.8209,0,0.5396,0,621,0,13,0
OOT007978,01-09-2022,30,23000,70,0.128,0,1.022,0,662,2,7,0
OOT007979,01-09-2022,37,25000,38,0.4718,2,1.0852,0,585,2,7,0
OOT007980,01-09-2022,40,30000,25,0.3186,1,0.7851,0,613,2,11,0
OOT007981,01-09-2022,29,66000,8,0.4413,2,0.8807,0,678,4,9,0
OOT007982,01-09-2022,55,35000,63,0.6274,0,0.741,0,591,1,7,0
OOT007983,01-09-2022,38,59000,39,0.5261,0,1.6743,90,500,1,15,1
OOT007984,01-09-2022,33,29000,72,0.5988,1,1.3231,0,682,3,14,0
OOT007985,01-09-2022,41,238000,31,0.2899,2,0.6688,0,850,2,3,0
OOT007986,01-09-2022,27,88000,46,0.6444,1,2.0657,0,674,1,3,0
OOT007987,01-09-2022,54,15000,39,0.542,0,0.9466,90,757,4,1,1
OOT007988,01-09-2022,50,36000,17,0.3483,2,0.9333,0,691,3,10,0
OOT007989,01-09-2022,39,108000,58,0.9425,0,0.5098,120,637,0,15,0
OOT007990,01-09-2022,45,72000,33,0.5256,1,1.4505,0,638,4,1,0
OOT007991,01-09-2022,50,44000,12,0.6085,2,0.6097,120,689,4,2,1
OOT007992,01-09-2022,39,44000,30,0.3539,0,0.9306,0,801,3,13,0
OOT007993,01-09-2022,59,26000,56,0.2753,3,1.041,0,621,0,14,0
OOT007994,01-09-2022,50,38000,33,0.4136,3,0.882,30,667,3,7,0
OOT007995,01-09-2022,37,44000,68,0.6183,0,0.6225,0,754,1,4,0
OOT007996,01-09-2022,38,94000,48,0.8826,1,0.6182,0,687,1,15,0
OOT007997,01-09-2022,57,68000,34,0.417,0,1.0964,0,770,1,7,0
OOT007998,01-09-2022,44,41000,7,0.6176,0,1.4134,0,617,5,16,0
OOT007999,01-09-2022,28,49000,8,0.4363,0,0.4005,30,720,4,12,1
OOT008000,01-09-2022,57,128000,8,0.1209,0,0.9222,0,684,5,8,0
OOT008001,01-09-2022,62,32000,70,0.8072,0,0.8213,0,679,4,14,0
OOT008002,01-09-2022,57,64000,40,0.5665,0,1.5646,30,713,2,16,0
OOT008003,01-09-2022,25,163000,25,0.4634,0,1.2566,0,585,4,3,1
OOT008004,01-09-2022,50,57000,46,0.7239,1,0.9823,0,678,3,2,0
OOT008005,01-09-2022,48,76000,59,0.2078,0,0.7735,30,583,1,1,0
OOT008006,01-09-2022,64,34000,46,0.9528,1,0.4166,0,797,1,10,1
OOT008007,01-09-2022,26,84000,44,0.4005,1,0.5622,60,827,1,4,0
OOT008008,01-09-2022,48,56000,29,0.2419,1,2.2674,0,777,2,16,0
OOT008009,01-09-2022,59,49000,23,0.6111,1,1.3868,0,753,3,17,0
OOT008010,01-09-2022,24,127000,7,0.6326,0,1.2169,0,657,1,7,0
OOT008011,01-09-2022,29,55000,55,0.6226,1,0.9116,0,707,0,2,0
OOT008012,01-09-2022,62,53000,66,0.4896,2,0.9869,0,693,0,11,0
OOT008013,01-09-2022,53,52000,34,0.3214,2,0.9526,90,666,1,14,0
OOT008014,01-09-2022,38,57000,9,0.7885,2,0.6183,0,700,1,16,0
OOT008015,01-09-2022,39,57000,43,0.5847,0,0.7663,180,667,4,13,0
OOT008016,01-09-2022,60,71000,41,0.2614,1,0.8104,30,611,2,3,0
OOT008017,01-09-2022,60,56000,66,0.4187,0,1.2242,0,596,3,14,0
OOT008018,01-09-2022,51,26000,8,0.5317,1,0.7123,0,602,2,10,0
OOT008019,01-09-2022,24,150000,57,0.2987,2,1.2002,0,595,1,7,0
OOT008020,01-09-2022,36,56000,55,0.7469,0,0.7451,0,736,0,2,0
OOT008021,01-09-2022,44,49000,29,0.5738,1,1.4876,60,754,1,1,0
OOT008022,01-09-2022,45,132000,19,0.4583,1,1.687,0,621,1,9,0
OOT008023,01-09-2022,63,28000,18,0.1237,2,0.6214,30,666,3,7,0
OOT008024,01-09-2022,44,37000,23,0.3847,1,0.7652,0,626,4,12,1
OOT008025,01-09-2022,37,72000,42,0.2396,1,0.6247,30,693,0,14,0
OOT008026,01-09-2022,59,170000,45,0.9616,2,1.0729,0,836,2,17,0
OOT008027,01-09-2022,58,55000,18,0.7388,2,1.1326,0,622,2,13,0
OOT008028,01-09-2022,31,64000,39,0.2454,1,0.6064,0,600,1,12,0
OOT008029,01-09-2022,29,33000,72,0.4126,2,0.8412,0,640,2,3,0
OOT008030,01-09-2022,50,29000,65,0.2787,2,0.6471,0,640,0,16,0
OOT008031,01-09-2022,40,83000,41,0.4327,0,0.8777,30,591,2,12,0
OOT008032,01-09-2022,55,51000,8,0.2786,1,0.6017,0,675,1,10,0
OOT008033,01-09-2022,28,38000,42,0.4718,1,0.334,0,670,1,10,0
OOT008034,01-09-2022,61,49000,9,0.2442,0,0.3877,0,631,5,16,1
OOT008035,01-09-2022,42,31000,6,0.5414,0,1.3492,60,704,3,17,1
OOT008036,01-09-2022,64,67000,50,0.5995,0,1.0781,0,599,3,12,1
OOT008037,01-09-2022,25,136000,14,0.2145,0,0.6388,0,613,1,9,0
OOT008038,01-09-2022,44,15000,16,0.5182,0,0.944,0,706,1,3,0
OOT008039,01-09-2022,50,40000,31,0.6241,0,1.0947,0,573,1,12,0
OOT008040,01-09-2022,31,122000,39,0.209,1,0.6595,60,599,4,3,0
OOT008041,01-09-2022,64,28000,16,0.3987,0,1.201,0,694,5,6,0
OOT008042,01-09-2022,31,148000,37,0.3851,0,0.4989,0,679,1,16,0
OOT008043,01-09-2022,30,103000,56,0.1323,0,1.1834,0,747,2,17,0
OOT008044,01-09-2022,34,47000,29,0.6179,1,1.3184,0,684,0,12,0
OOT008045,01-09-2022,26,48000,40,0.3049,0,0.8913,0,633,2,9,0
OOT008046,01-09-2022,52,104000,13,0.5554,0,0.7715,0,610,2,15,0
OOT008047,01-09-2022,61,70000,71,0.5025,0,1.1885,0,536,4,4,0
OOT008048,01-09-2022,45,34000,37,0.7135,0,1.6232,60,660,2,15,0
OOT008049,01-09-2022,60,49000,43,0.4682,1,0.5453,0,662,2,2,0
OOT008050,01-09-2022,31,116000,57,0.4815,1,1.0812,0,675,3,3,0
OOT008051,01-09-2022,42,82000,26,0.8845,0,0.7841,0,618,2,6,0
OOT008052,01-09-2022,54,65000,72,0.6385,0,0.8035,0,612,2,9,0
OOT008053,01-09-2022,54,62000,38,0.5191,0,1.5646,90,600,2,1,1
OOT008054,01-09-2022,27,98000,45,0.4273,3,0.7793,90,645,2,6,1
OOT008055,01-09-2022,40,109000,65,0.5007,0,2.2304,0,601,1,3,0
OOT008056,01-09-2022,34,39000,51,0.4057,1,1.518,30,638,3,13,0
OOT008057,01-09-2022,56,55000,17,0.2975,1,2.1246,0,656,2,15,0
OOT008058,01-09-2022,42,114000,10,0.5193,0,1.1824,90,814,1,17,0
OOT008059,01-09-2022,36,99000,19,0.2508,0,0.876,0,648,2,2,0
OOT008060,01-09-2022,61,37000,39,0.4335,0,0.9487,0,544,1,8,0
OOT008061,01-09-2022,56,25000,25,0.918,0,0.9389,0,656,3,5,0
OOT008062,01-09-2022,50,78000,41,0.3349,0,0.869,0,619,2,6,0
OOT008063,01-09-2022,45,50000,46,0.3426,0,0.823,0,698,2,2,0
OOT008064,01-09-2022,47,60000,27,0.5234,0,0.452,0,736,2,17,0
OOT008065,01-09-2022,62,65000,50,0.1787,0,0.7703,90,576,1,8,0
OOT008066,01-09-2022,24,31000,7,0.557,1,1.7173,0,755,2,1,0
OOT008067,01-09-2022,38,27000,46,0.4198,1,0.6625,90,641,2,17,0
OOT008068,01-09-2022,26,57000,23,0.509,2,0.4641,90,622,3,9,1
OOT008069,01-09-2022,31,62000,48,0.4744,3,0.6752,180,733,2,3,1
OOT008070,01-09-2022,31,79000,69,0.6863,1,0.7939,90,683,3,4,1
OOT008071,01-09-2022,36,66000,56,0.6815,2,0.8378,0,637,1,7,0
OOT008072,01-09-2022,25,26000,48,0.4593,2,0.8131,0,638,0,16,0
OOT008073,01-09-2022,38,35000,62,0.4522,2,2.1769,30,545,3,6,0
OOT008074,01-09-2022,31,61000,55,0.6184,0,1.7763,0,644,1,16,0
OOT008075,01-09-2022,40,116000,71,0.6206,1,0.3423,0,628,3,7,0
OOT008076,01-09-2022,25,33000,10,0.3636,2,0.9054,0,601,2,3,0
OOT008077,01-09-2022,54,52000,24,0.5743,2,0.9892,30,643,3,5,0
OOT008078,01-09-2022,35,21000,22,0.2911,1,0.8453,0,762,4,10,0
OOT008079,01-09-2022,44,62000,29,0.2208,0,0.3338,30,652,3,8,0
OOT008080,01-09-2022,59,50000,70,0.4536,2,0.8791,30,652,0,14,0
OOT008081,01-09-2022,57,112000,49,0.1329,0,1.2123,0,638,1,4,0
OOT008082,01-09-2022,54,28000,29,0.3285,0,1.2334,60,657,4,9,1
OOT008083,01-09-2022,35,26000,23,0.3721,0,0.6624,0,568,4,4,0
OOT008084,01-09-2022,25,98000,51,0.6963,1,1.0188,0,646,2,14,0
OOT008085,01-09-2022,62,68000,64,0.4258,0,1.3474,60,719,2,9,0
OOT008086,01-09-2022,64,52000,19,0.4546,2,0.7626,0,557,2,14,0
OOT008087,01-09-2022,63,78000,37,0.273,0,1.2095,90,613,2,9,0
OOT008088,01-09-2022,38,82000,52,0.5674,4,0.6925,0,639,2,4,0
OOT008089,01-09-2022,59,84000,12,0.2549,2,1.6353,0,552,3,6,0
OOT008090,01-09-2022,60,42000,45,0.5015,2,0.7927,0,620,0,15,0
OOT008091,01-09-2022,59,43000,64,0.3444,1,0.544,0,590,4,17,0
OOT008092,01-09-2022,34,72000,6,0.6318,0,0.9571,30,691,3,14,0
OOT008093,01-09-2022,50,105000,35,0.4067,2,0.4213,30,640,2,2,1
OOT008094,01-09-2022,49,57000,35,0.3198,0,1.3037,0,599,2,15,0
OOT008095,01-09-2022,46,40000,53,0.3965,1,0.8499,0,592,3,10,0
OOT008096,01-09-2022,47,99000,18,0.3325,0,1.2374,0,633,1,7,0
OOT008097,01-09-2022,29,40000,56,0.9422,0,1.227,30,623,3,2,0
OOT008098,01-09-2022,31,22000,28,0.4126,1,1.5534,120,730,3,15,1
OOT008099,01-09-2022,55,45000,39,0.1974,1,0.3757,0,722,5,4,0
OOT008100,01-09-2022,53,89000,8,0.4165,1,1.0703,60,663,0,17,0
OOT008101,01-09-2022,25,116000,28,0.4752,0,0.6753,30,776,2,16,0
OOT008102,01-09-2022,45,67000,45,0.6376,0,0.6833,0,636,1,7,0
OOT008103,01-09-2022,63,24000,72,0.6335,2,1.1088,0,700,2,4,0
OOT008104,01-09-2022,30,40000,17,0.6289,0,0.5541,60,759,2,6,0
OOT008105,01-09-2022,47,39000,45,0.4862,2,1.7698,0,602,4,12,0
OOT008106,01-09-2022,50,34000,54,0.6696,0,1.3559,0,590,1,3,0
OOT008107,01-09-2022,54,55000,68,0.1702,0,0.7561,0,626,0,7,0
OOT008108,01-09-2022,41,64000,18,0.3121,5,0.5125,0,562,1,10,0
OOT008109,01-09-2022,51,21000,71,0.4357,0,2.2252,0,717,2,10,0
OOT008110,01-09-2022,47,38000,24,0.2382,2,1.0237,0,652,1,16,0
OOT008111,01-09-2022,51,64000,17,0.7445,0,1.7586,0,633,4,3,0
OOT008112,01-09-2022,39,35000,69,0.9263,1,1.1627,30,707,2,9,0
OOT008113,01-09-2022,45,55000,64,0.4646,0,1.4777,0,635,1,3,0
OOT008114,01-09-2022,31,116000,67,0.2964,1,0.746,30,571,1,17,0
OOT008115,01-09-2022,41,67000,11,0.339,0,1.0745,0,683,0,9,0
OOT008116,01-09-2022,54,36000,56,0.2029,0,0.7378,0,745,3,6,0
OOT008117,01-09-2022,28,35000,24,0.4495,0,1.1778,60,724,1,8,0
OOT008118,01-09-2022,53,31000,43,0.3998,1,1.2583,0,722,0,1,0
OOT008119,01-09-2022,39,55000,12,0.2118,0,0.7212,0,719,3,15,0
OOT008120,01-09-2022,36,33000,61,0.1354,1,0.4599,0,625,3,15,0
OOT008121,01-09-2022,49,93000,9,0.9705,2,1.0207,0,627,3,8,0
OOT008122,01-09-2022,63,101000,42,0.3434,0,1.1503,180,589,1,3,0
OOT008123,01-09-2022,57,65000,66,0.3905,0,1.2241,0,661,3,16,0
OOT008124,01-09-2022,53,26000,53,0.7611,0,0.2777,0,619,5,7,0
OOT008125,01-09-2022,28,15000,66,0.2514,0,1.2426,90,690,0,6,0
OOT008126,01-09-2022,57,50000,31,0.7823,1,2.2346,60,730,3,2,0
OOT008127,01-09-2022,30,58000,7,0.2061,0,1.8672,0,785,2,8,0
OOT008128,01-09-2022,44,52000,72,0.4621,2,1.4486,0,721,2,2,0
OOT008129,01-09-2022,39,90000,47,0.5734,1,1.0922,0,598,1,6,0
OOT008130,01-09-2022,30,15000,52,0.285,0,1.8731,0,535,0,1,0
OOT008131,01-09-2022,44,43000,47,0.5566,1,1.2382,0,611,2,11,0
OOT008132,01-09-2022,46,58000,40,0.1223,0,1.2821,0,724,2,1,0
OOT008133,01-09-2022,32,56000,11,0.8872,1,0.9339,60,646,2,11,0
OOT008134,01-09-2022,33,76000,68,0.4263,2,0.8593,0,689,2,13,0
OOT008135,01-09-2022,63,102000,61,0.2947,1,1.0734,0,691,0,9,0
OOT008136,01-09-2022,58,50000,70,0.7966,1,1.3333,0,603,2,3,0
OOT008137,01-09-2022,57,171000,47,0.6643,0,0.5614,0,652,4,9,0
OOT008138,01-09-2022,58,101000,72,0.5707,0,1.5175,30,720,0,8,0
OOT008139,01-09-2022,47,29000,10,0.8562,1,1.6202,0,599,1,2,0
OOT008140,01-09-2022,26,153000,30,0.5872,0,1.1099,0,624,6,4,0
OOT008141,01-09-2022,46,41000,70,0.5664,0,0.7325,60,588,1,2,0
OOT008142,01-09-2022,44,65000,71,0.4123,3,0.9794,30,765,0,15,0
OOT008143,01-09-2022,58,25000,57,0.3056,0,1.3146,30,666,1,8,0
OOT008144,01-09-2022,29,49000,72,0.3142,2,1.0297,0,629,3,14,0
OOT008145,01-09-2022,61,31000,9,0.5321,0,0.7943,30,608,5,3,0
OOT008146,01-09-2022,33,34000,17,0.635,0,0.7545,0,600,0,10,0
OOT008147,01-09-2022,58,38000,61,0.4599,0,1.2379,0,652,4,9,0
OOT008148,01-09-2022,31,28000,15,0.4915,0,0.8794,0,610,2,13,0
OOT008149,01-09-2022,32,79000,36,0.7128,2,1.1449,0,618,0,7,0
OOT008150,01-09-2022,50,43000,23,0.198,1,0.8102,0,511,0,2,0
OOT008151,01-09-2022,46,43000,16,0.408,1,1.0286,0,614,1,1,0
OOT008152,01-09-2022,40,48000,32,0.4595,1,1.3261,0,698,2,13,0
OOT008153,01-09-2022,32,42000,40,0.282,1,0.9097,0,581,4,8,0
OOT008154,01-09-2022,50,44000,6,0.7162,1,1.4697,0,655,4,4,0
OOT008155,01-09-2022,40,43000,45,0.5077,2,1.0413,0,674,2,8,0
OOT008156,01-09-2022,60,68000,48,0.3444,0,0.587,0,636,3,13,0
OOT008157,01-09-2022,48,86000,63,0.6605,2,0.8692,30,802,3,4,0
OOT008158,01-09-2022,47,55000,61,0.3656,0,1.1375,0,576,1,17,0
OOT008159,01-09-2022,34,63000,57,0.8142,1,0.7169,30,633,4,12,0
OOT008160,01-09-2022,56,35000,37,0.5829,1,1.4151,0,680,1,3,0
OOT008161,01-09-2022,33,40000,12,0.1183,1,1.2312,60,644,0,12,0
OOT008162,01-09-2022,32,49000,40,0.2852,2,1.8104,0,663,1,15,0
OOT008163,01-09-2022,57,108000,70,0.3611,1,2.677,60,619,2,10,0
OOT008164,01-09-2022,49,82000,7,0.7178,0,0.6486,0,722,4,12,0
OOT008165,01-09-2022,32,52000,52,0.295,1,3,60,699,1,15,0
OOT008166,01-09-2022,56,54000,55,0.1658,0,0.9919,0,628,2,6,0
OOT008167,01-09-2022,43,103000,14,0.0956,0,1.0863,60,697,3,1,0
OOT008168,01-09-2022,25,34000,11,0.3968,0,1.7456,30,729,4,7,0
OOT008169,01-09-2022,42,31000,68,0.428,0,0.416,90,680,2,9,0
OOT008170,01-09-2022,63,50000,53,0.521,2,0.7612,0,717,2,1,0
OOT008171,01-09-2022,34,31000,64,0.2729,1,0.7015,30,734,1,8,0
OOT008172,01-09-2022,47,60000,21,0.6189,0,0.7642,0,692,1,2,0
OOT008173,01-09-2022,50,47000,65,0.5313,0,0.5568,0,747,2,10,0
OOT008174,01-09-2022,24,45000,36,0.4724,1,1.3059,60,693,2,2,0
OOT008175,01-09-2022,58,43000,53,0.4592,3,1.2386,30,670,5,7,0
OOT008176,01-09-2022,29,68000,46,0.7599,0,1.258,0,772,1,12,0
OOT008177,01-09-2022,43,53000,54,0.3388,0,0.7683,0,591,0,2,0
OOT008178,01-09-2022,46,41000,49,0.5419,0,1.2397,0,720,2,15,0
OOT008179,01-09-2022,50,62000,15,0.4301,0,1.4291,0,701,5,3,0
OOT008180,01-09-2022,30,52000,18,0.6372,0,0.7743,0,587,1,1,0
OOT008181,01-09-2022,29,67000,49,0.3261,1,1.1498,0,614,1,1,0
OOT008182,01-09-2022,42,83000,65,0.4562,0,0.9162,0,764,0,6,0
OOT008183,01-09-2022,58,33000,9,0.6003,3,0.9715,0,731,1,15,0
OOT008184,01-09-2022,59,46000,62,0.4298,1,0.9964,60,566,2,17,0
OOT008185,01-09-2022,57,60000,55,0.6489,2,0.9691,0,713,1,1,0
OOT008186,01-09-2022,58,65000,53,0.484,0,2.2307,0,733,3,3,0
OOT008187,01-09-2022,44,23000,58,0.498,1,1.3514,0,719,2,1,0
OOT008188,01-09-2022,61,45000,54,0.2793,1,1.6263,0,694,2,4,0
OOT008189,01-09-2022,31,53000,28,0.714,1,1.6973,0,549,2,14,0
OOT008190,01-09-2022,53,81000,56,0.7529,1,0.6591,0,667,4,17,0
OOT008191,01-09-2022,26,28000,59,0.2655,1,1.4693,0,517,1,5,0
OOT008192,01-09-2022,55,111000,42,0.3836,1,0.7346,0,587,2,1,1
OOT008193,01-09-2022,33,33000,54,0.0726,1,0.4292,0,627,1,7,0
OOT008194,01-09-2022,49,59000,41,0.6533,0,1.5286,0,655,2,3,0
OOT008195,01-09-2022,36,97000,6,0.2164,0,0.8138,0,766,0,14,0
OOT008196,01-09-2022,41,121000,62,0.5238,0,0.6901,0,661,4,17,0
OOT008197,01-09-2022,60,24000,38,0.8193,2,0.5693,0,571,7,14,0
OOT008198,01-09-2022,33,121000,68,0.9537,0,0.945,0,665,2,12,0
OOT008199,01-09-2022,28,132000,59,0.4001,3,0.6595,0,568,3,10,0
OOT008200,01-09-2022,32,59000,16,0.5482,0,0.357,0,761,3,11,1
OOT008201,01-09-2022,33,40000,63,0.5547,1,0.4417,0,701,3,4,0
OOT008202,01-09-2022,59,34000,21,0.4595,1,0.9148,0,748,4,8,0
OOT008203,01-09-2022,57,30000,29,0.5283,0,0.347,0,679,6,6,0
OOT008204,01-09-2022,52,17000,70,0.7305,0,1.3598,0,626,3,9,0
OOT008205,01-09-2022,47,99000,23,0.2888,1,1.7001,30,630,1,9,0
OOT008206,01-09-2022,59,22000,15,0.2259,1,0.8881,30,641,1,1,0
OOT008207,01-09-2022,50,48000,45,0.3556,0,1.1805,0,671,3,13,0
OOT008208,01-09-2022,41,33000,54,0.3645,0,0.7161,0,572,2,11,0
OOT008209,01-09-2022,48,114000,31,0.6093,1,1.0522,0,698,2,2,0
OOT008210,01-09-2022,35,29000,32,0.5111,2,1.2032,0,644,1,8,0
OOT008211,01-09-2022,55,73000,38,0.5124,0,1.324,0,623,4,9,0
OOT008212,01-09-2022,30,65000,39,0.558,1,0.8011,0,673,0,8,0
OOT008213,01-09-2022,24,114000,46,0.3406,2,1.5069,0,644,1,9,0
OOT008214,01-09-2022,58,45000,37,0.5006,1,0.3741,60,734,3,16,0
OOT008215,01-09-2022,28,22000,64,0.515,0,0.8363,0,590,1,17,0
OOT008216,01-09-2022,64,15000,58,0.5413,0,1.0359,90,609,5,11,0
OOT008217,01-09-2022,38,36000,24,0.5817,1,0.6473,0,646,1,13,0
OOT008218,01-09-2022,49,65000,72,0.6644,0,0.6752,0,663,1,3,0
OOT008219,01-09-2022,57,77000,19,0.6363,1,1.0835,0,633,3,12,1
OOT008220,01-09-2022,39,69000,47,0.5942,2,1.6317,0,634,4,9,0
OOT008221,01-09-2022,53,23000,15,0.4558,1,0.5642,0,711,1,6,0
OOT008222,01-09-2022,64,156000,49,0.4528,0,0.6506,0,738,3,11,0
OOT008223,01-09-2022,35,62000,70,0.666,0,0.8016,0,600,1,4,0
OOT008224,01-09-2022,34,17000,70,0.1038,1,1,0,762,3,5,0
OOT008225,01-09-2022,59,80000,25,0.43,0,0.6982,0,687,2,4,0
OOT008226,01-09-2022,50,42000,67,0.3065,1,0.9963,0,766,2,4,0
OOT008227,01-09-2022,35,19000,55,0.5308,0,1.7588,0,620,2,16,0
OOT008228,01-09-2022,24,44000,40,0.2468,1,1.4629,0,647,1,1,0
OOT008229,01-09-2022,61,66000,39,0.616,1,1.6268,0,671,3,4,0
OOT008230,01-09-2022,41,43000,10,0.707,2,0.9156,0,539,3,16,0
OOT008231,01-09-2022,52,44000,72,0.1928,0,0.9429,0,641,3,5,0
OOT008232,01-09-2022,33,15000,56,0.6486,0,0.6245,0,681,3,2,0
OOT008233,01-09-2022,53,41000,18,0.6992,2,0.5605,90,628,2,16,0
OOT008234,01-09-2022,53,61000,61,0.5888,0,0.4394,0,702,4,17,0
OOT008235,01-09-2022,46,31000,9,0.5998,0,1.1833,30,743,0,6,0
OOT008236,01-09-2022,63,39000,38,0.3412,2,1.1864,0,677,3,3,0
OOT008237,01-09-2022,44,54000,14,0.182,1,0.8953,0,668,1,14,0
OOT008238,01-09-2022,43,15000,69,0.3993,1,0.73,30,591,0,7,0
OOT008239,01-09-2022,62,49000,36,0.2972,0,0.6787,0,665,1,10,0
OOT008240,01-09-2022,38,39000,54,0.7753,0,0.7918,0,641,3,14,0
OOT008241,01-09-2022,32,72000,12,0.4949,1,1.1292,30,629,2,11,0
OOT008242,01-09-2022,35,39000,35,0.3607,0,0.821,0,681,3,12,0
OOT008243,01-09-2022,46,23000,68,0.3434,0,1.0489,30,626,1,4,0
OOT008244,01-09-2022,34,46000,65,0.4495,1,0.9191,60,775,0,2,0
OOT008245,01-09-2022,25,116000,22,0.2845,2,1.1464,0,629,2,14,0
OOT008246,01-09-2022,24,56000,47,0.5951,0,1.272,0,759,1,17,0
OOT008247,01-09-2022,42,25000,72,0.6139,1,0.4407,0,585,1,3,0
OOT008248,01-09-2022,31,52000,20,0.3345,0,0.247,0,724,0,9,0
OOT008249,01-09-2022,37,125000,14,0.4429,1,0.7087,0,566,2,4,0
OOT008250,01-09-2022,30,30000,30,0.448,0,0.5044,0,570,1,1,0
OOT008251,01-09-2022,53,38000,38,0.2914,0,0.8455,0,696,0,1,0
OOT008252,01-09-2022,50,57000,13,0.3269,1,1.4744,0,799,4,14,0
OOT008253,01-09-2022,49,33000,15,0.5929,1,1.786,0,685,0,12,0
OOT008254,01-09-2022,42,64000,36,0.8058,0,1.503,0,660,2,16,0
OOT008255,01-09-2022,42,180000,38,0.3966,3,0.8595,0,784,3,11,0
OOT008256,01-09-2022,55,23000,17,0.7118,1,0.8856,30,643,1,1,0
OOT008257,01-09-2022,45,52000,55,0.9351,0,1.5118,60,617,2,7,0
OOT008258,01-09-2022,59,48000,56,0.6596,1,1.9152,0,725,2,16,0
OOT008259,01-09-2022,52,31000,32,0.6585,0,0.7116,30,655,2,4,0
OOT008260,01-09-2022,48,55000,55,0.5439,3,1.0277,0,624,2,16,0
OOT008261,01-09-2022,48,42000,56,0.6533,2,1.1564,0,661,2,6,0
OOT008262,01-09-2022,49,73000,68,0.5509,1,0.5889,0,763,1,17,0
OOT008263,01-09-2022,54,31000,35,0.7025,1,0.912,90,600,1,2,1
OOT008264,01-09-2022,56,50000,18,0.2394,4,1.0987,0,500,2,9,0
OOT008265,01-09-2022,54,71000,17,0.4593,1,0.8427,0,686,4,5,0
OOT008266,01-09-2022,40,41000,28,0.9197,3,1.1729,0,666,2,11,0
OOT008267,01-09-2022,36,37000,71,0.6258,1,1.6049,0,618,2,9,0
OOT008268,01-09-2022,43,24000,71,0.3513,0,0.7751,0,529,1,12,0
OOT008269,01-09-2022,26,108000,71,0.2665,0,1.3962,30,617,4,14,0
OOT008270,01-09-2022,24,55000,17,0.522,1,0.6503,30,794,2,4,0
OOT008271,01-09-2022,57,40000,70,0.4553,1,1.4538,90,707,2,8,0
OOT008272,01-09-2022,28,56000,25,0.3653,2,1.1545,90,619,4,13,1
OOT008273,01-09-2022,37,16000,52,0.5905,3,1.5826,0,750,4,6,0
OOT008274,01-09-2022,54,29000,50,0.7134,1,1.1615,0,693,4,15,0
OOT008275,01-09-2022,58,43000,36,0.4041,1,0.7591,0,539,1,4,0
OOT008276,01-09-2022,35,94000,18,0.4555,0,0.5813,0,630,1,9,0
OOT008277,01-09-2022,52,90000,44,0.2984,1,0.5786,0,600,2,12,1
OOT008278,01-09-2022,33,30000,48,0.4824,0,0.783,60,633,4,9,1
OOT008279,01-09-2022,51,41000,38,0.427,2,0.344,0,676,1,5,0
OOT008280,01-09-2022,34,41000,54,0.3033,1,1.182,0,621,0,1,0
OOT008281,01-09-2022,27,50000,25,0.3868,1,1.5204,0,850,1,8,0
OOT008282,01-09-2022,26,93000,30,0.2951,1,2.4035,30,577,2,16,0
OOT008283,01-09-2022,46,29000,43,0.427,1,0.8089,0,691,1,9,0
OOT008284,01-09-2022,27,117000,48,0.42,1,0.7948,0,731,2,15,0
OOT008285,01-09-2022,25,39000,22,0.3641,0,0.6049,0,698,1,15,0
OOT008286,01-09-2022,46,64000,36,0.6195,1,0.734,0,604,5,17,0
OOT008287,01-09-2022,51,78000,42,0.3457,2,0.7929,0,739,2,7,0
OOT008288,01-09-2022,44,76000,15,0.479,0,0.6131,0,702,2,10,0
OOT008289,01-09-2022,34,35000,10,0.7376,0,0.9586,0,618,2,17,0
OOT008290,01-09-2022,61,57000,19,0.6096,0,1.1984,0,722,1,14,0
